股票代码-0,股票名称-1,限价单最大下单量-16,限价单最小下单量-17,最小变动价位-18,创建日-19,昨日收盘价-2,上市日-20,到期日-21,昨日结算-3,合约在RZRK的代码-32,合约在交易所的代码-33,利息额-35,除权除息-36,停牌-37,昨日持仓-4,涨停价-5,投资者适当性管理分类-50,最小回购天数-52,跌停价-6,总股本-7,流通盘-8,合约数量乘数-9,股票-S
2192, \878d\6377\80a1\4efd, 0L, 0L,0.01, ,22.1,20071205, ,0,2192,2192,0, N,0,0,24.31,0,0,19.89, 259655203L, 236991744L,1,2192,
2193, \5982\610f\96c6\56e2, 0L, 0L,0.01, ,12.63,20071207, ,0,2193,2193,0, N,0,0,13.89,0,0,11.37, 261715550L, 231164323L,1,2193,
2194, *ST\51e1\8c37, 0L, 0L,0.01, ,3.72,20071207, ,0,2194,2194,0, N,0,0,3.91,0,0,3.53, 564669722L, 530300564L,1,2194,
2195, \4e8c\4e09\56db\4e94, 0L, 0L,0.01, ,4.47,20071212, ,0,2195,2195,0, N,0,0,4.92,0,0,4.02, 4435684822L, 4229971687L,1,2195,
2196, \65b9\6b63\7535\673a, 0L, 0L,0.01, ,7.05,20071212, ,0,2196,2196,0, N,0,0,7.76,0,0,6.35, 450899624L, 311187088L,1,2196,
2197, \8bc1\901a\7535\5b50, 0L, 0L,0.01, ,8.6,20071218, ,0,2197,2197,0, N,0,0,9.46,0,0,7.74, 515156948L, 434629314L,1,2197,
2198, \5609\5e94\5236\836f, 0L, 0L,0.01, ,6.25,20071218, ,0,2198,2198,0, N,0,0,6.88,0,0,5.63, 507509848L, 465323664L,1,2198,
2199, \4e1c\6676\7535\5b50, 0L, 0L,0.01, ,10.58,20071221, ,0,2199,2199,0, N,0,0,11.64,0,0,9.52, 243442363L, 215529580L,1,2199,
2200, \4e91\6295\751f\6001, 0L, 0L,0.01, ,7.03,20071221, ,0,2200,2200,0, N,0,0,7.73,0,0,6.33, 184132890L, 131618104L,1,2200,
2201, \4e5d\9f0e\65b0\6750, 0L, 0L,0.01, ,6.44,20071226, ,0,2201,2201,0, N,0,0,7.08,0,0,5.8, 332467470L, 319436179L,1,2201,
2202, \91d1\98ce\79d1\6280, 0L, 0L,0.01, ,13.91,20071226, ,0,2202,2202,0, N,0,0,15.3,0,0,12.52, 3556203300L, 3454832138L,1,2202,
2203, \6d77\4eae\80a1\4efd, 0L, 0L,0.01, ,8.2,20080116, ,0,2203,2203,0, N,0,0,9.02,0,0,7.38, 1695598113L, 1626923865L,1,2203,
2204, \5927\8fde\91cd\5de5, 0L, 0L,0.01, ,3.42,20080116, ,0,2204,2204,0, N,0,0,3.76,0,0,3.08, 1931370032L, 1931370032L,1,2204,
2205, \56fd\7edf\80a1\4efd, 0L, 0L,0.01, ,12.28,20080123, ,0,2205,2205,0, N,0,0,13.51,0,0,11.05, 116152018L, 116152018L,1,2205,
2206, \6d77 \5229 \5f97, 0L, 0L,0.01, ,4.48,20080123, ,0,2206,2206,0, N,0,0,4.93,0,0,4.03, 1223028645L, 950057781L,1,2206,
2207, *ST\51c6\6cb9, 0L, 0L,0.01, ,4.52,20080128, ,0,2207,2207,0, N,0,0,4.75,0,0,4.29, 239177378L, 237282233L,1,2207,
2208, \5408\80a5\57ce\5efa, 0L, 0L,0.01, ,10.95,20080128, ,0,2208,2208,0, N,0,0,12.05,0,0,9.86, 320100000L, 319272748L,1,2208,
2209, \8fbe \610f \9686, 0L, 0L,0.01, ,8.9,20080130, ,0,2209,2209,0, N,0,0,9.79,0,0,8.01, 195244050L, 191091608L,1,2209,
2210, \98de\9a6c\56fd\9645, 0L, 0L,0.01, ,12.3,20080130, ,0,2210,2210,0, N,80,0,13.53,0,0,11.07, 1652880386L, 1389339069L,1,2210,
2211, \5b8f\8fbe\65b0\6750, 0L, 0L,0.01, ,5.26,20080201, ,0,2211,2211,0, N,0,0,5.79,0,0,4.73, 432475779L, 432038279L,1,2211,
2212, \5357\6d0b\80a1\4efd, 0L, 0L,0.01, ,11.33,20080201, ,0,2212,2212,0, N,0,0,12.46,0,0,10.2, 1146902165L, 646094458L,1,2212,
2213, \7279 \5c14 \4f73, 0L, 0L,0.01, ,10.84,20080201, ,0,2213,2213,0, N,0,0,11.92,0,0,9.76, 206000000L, 196910199L,1,2213,
2214, \5927\7acb\79d1\6280, 0L, 0L,0.01, ,5.81,20080218, ,0,2214,2214,0, N,0,0,6.39,0,0,5.23, 458666666L, 354589814L,1,2214,
2215, \8bfa \666e \4fe1, 0L, 0L,0.01, ,7.7,20080218, ,0,2215,2215,0, N,0,0,8.47,0,0,6.93, 914076384L, 724557279L,1,2215,
2216, \4e09\5168\98df\54c1, 0L, 0L,0.01, ,6.72,20080220, ,0,2216,2216,0, N,0,0,7.39,0,0,6.05, 812426898L, 570728590L,1,2216,
2217, \5408\529b\6cf0, 0L, 0L,0.01, ,7.79,20080220, ,0,2217,2217,0, D,0,0,8.57,0,0,7.01, 3128310676L, 1970492807L,1,2217,
2218, \62d3\65e5\65b0\80fd, 0L, 0L,0.01, ,3,20080228, ,0,2218,2218,0, N,0,0,3.3,0,0,2.7, 1236342104L, 1215716504L,1,2218,
2219, \6052\5eb7\533b\7597, 0L, 0L,0.01, ,4.48,20080306, ,0,2219,2219,0, N,0,0,4.93,0,0,4.03, 1865236430L, 1827291177L,1,2219,
2220, \5929\5b9d\98df\54c1, 0L, 0L,0.01, ,3.67,20080228, ,0,2220,2220,0, N,0,0,4.04,0,0,3.3, 766480153L, 545266580L,1,2220,
2221, \4e1c\534e\80fd\6e90, 0L, 0L,0.01, ,9.4,20080306, ,0,2221,2221,0, N,0,0,10.34,0,0,8.46, 1649782824L, 1503657419L,1,2221,
2222, \798f\6676\79d1\6280, 0L, 0L,0.01, ,13.73,20080319, ,0,2222,2222,0, N,0,0,15.1,0,0,12.36, 427500000L, 421442355L,1,2222,
2223, \9c7c\8dc3\533b\7597, 0L, 0L,0.01, ,20.11,20080418, ,0,2223,2223,0, N,0,0,22.12,0,0,18.1, 1002476929L, 855106300L,1,2223,
2224, \4e09 \529b \58eb, 0L, 0L,0.01, ,5.85,20080425, ,0,2224,2224,0, N,0,0,6.44,0,0,5.27, 658065698L, 470430443L,1,2224,
2225, \6fee\8010\80a1\4efd, 0L, 0L,0.01, ,5.22,20080425, ,0,2225,2225,0, N,0,0,5.74,0,0,4.7, 888183498L, 682545022L,1,2225,
2226, \6c5f\5357\5316\5de5, 0L, 0L,0.01, ,5.42,20080506, ,0,2226,2226,0, N,57,0,5.96,0,0,4.88, 1248981690L, 911278992L,1,2226,
2227, \5965 \7279 \8fc5, 0L, 0L,0.01, ,12.77,20080506, ,0,2227,2227,0, N,0,0,14.05,0,0,11.49, 220597400L, 219902538L,1,2227,
2228, \5408\5174\5305\88c5, 0L, 0L,0.01, ,5.9,20080508, ,0,2228,2228,0, N,0,0,6.49,0,0,5.31, 1169516948L, 1038898120L,1,2228,
2229, \9e3f\535a\80a1\4efd, 0L, 0L,0.01, ,8.06,20080508, ,0,2229,2229,0, N,0,0,8.87,0,0,7.25, 502752213L, 415399424L,1,2229,
2230, \79d1\5927\8baf\98de, 0L, 0L,0.01, ,31.61,20080512, ,0,2230,2230,0, N,0,0,34.77,0,0,28.45, 2082480492L, 1815104921L,1,2230,
2231, \5965\7ef4\901a\4fe1, 0L, 0L,0.01, ,7.03,20080512, ,0,2231,2231,0, N,0,0,7.73,0,0,6.33, 356800000L, 288910450L,1,2231,
2232, \542f\660e\4fe1\606f, 0L, 0L,0.01, ,8.5,20080509, ,0,2232,2232,0, N,0,0,9.35,0,0,7.65, 408548455L, 401878165L,1,2232,
2233, \5854\724c\96c6\56e2, 0L, 0L,0.01, ,10.86,20080516, ,0,2233,2233,0, N,0,0,11.95,0,0,9.77, 1192275016L, 803608850L,1,2233,
2234, \6c11\548c\80a1\4efd, 0L, 0L,0.01, ,14.1,20080516, ,0,2234,2234,0, N,0,0,15.51,0,0,12.69, 302046632L, 206154259L,1,2234,
2235, \5b89\59ae\80a1\4efd, 0L, 0L,0.01, ,6.75,20080516, ,0,2235,2235,0, N,0,0,7.43,0,0,6.08, 623964810L, 500325628L,1,2235,
2236, \5927\534e\80a1\4efd, 0L, 0L,0.01, ,20.04,20080520, ,0,2236,2236,0, N,0,0,22.04,0,0,18.04, 2898756130L, 1701891379L,1,2236,
2237, \6052\90a6\80a1\4efd, 0L, 0L,0.01, ,9.21,20080520, ,0,2237,2237,0, N,0,0,10.13,0,0,8.29, 910400000L, 836075000L,1,2237,
2238, \5929\5a01\89c6\8baf, 0L, 0L,0.01, ,6.68,20080526, ,0,2238,2238,0, N,0,0,7.35,0,0,6.01, 617353200L, 617353200L,1,2238,
2239, \5965\7279\4f73, 0L, 0L,0.01, ,3.62,20080522, ,0,2239,2239,0, N,76,0,3.98,0,0,3.26, 3131359417L, 3008730121L,1,2239,
2240, \5a01\534e\80a1\4efd, 0L, 0L,0.01, ,13.53,20080523, ,0,2240,2240,0, N,0,0,14.88,0,0,12.18, 535343457L, 490636500L,1,2240,
2241, \6b4c\5c14\80a1\4efd, 0L, 0L,0.01, ,9.74,20080522, ,0,2241,2241,0, N,0,0,10.71,0,0,8.77, 3245103948L, 2668392106L,1,2241,
2242, \4e5d\9633\80a1\4efd, 0L, 0L,0.01, ,17.68,20080528, ,0,2242,2242,0, N,0,0,19.45,0,0,15.91, 767511000L, 761931000L,1,2242,
2243, \901a\4ea7\4e3d\661f, 0L, 0L,0.01, ,9.8,20080528, ,0,2243,2243,0, N,0,0,10.78,0,0,8.82, 364948956L, 364948956L,1,2243,
2244, \6ee8\6c5f\96c6\56e2, 0L, 0L,0.01, ,4.83,20080529, ,0,2244,2244,0, N,0,0,5.31,0,0,4.35, 3111443890L, 2702903890L,1,2244,
2245, \6fb3\6d0b\987a\660c, 0L, 0L,0.01, ,6.5,20080605, ,0,2245,2245,0, N,0,0,7.15,0,0,5.85, 986719278L, 914404929L,1,2245,
2246, \5317\5316\80a1\4efd, 0L, 0L,0.01, ,8.33,20080605, ,0,2246,2246,0, N,0,0,9.16,0,0,7.5, 549034794L, 413686536L,1,2246,
2247, \5e1d\9f99\6587\5316, 0L, 0L,0.01, ,7.3,20080612, ,0,2247,2247,0, N,0,0,8.03,0,0,6.57, 851196049L, 526726466L,1,2247,
2248, \534e\4e1c\6570\63a7, 0L, 0L,0.01, ,9.28,20080612, ,0,2248,2248,0, N,0,0,10.21,0,0,8.35, 307495600L, 307495600L,1,2248,
2249, \5927\6d0b\7535\673a, 0L, 0L,0.01, ,4.5,20080619, ,0,2249,2249,0, N,0,0,4.95,0,0,4.05, 2370095324L, 1366519621L,1,2249,
2250, \8054\5316\79d1\6280, 0L, 0L,0.01, ,8.12,20080619, ,0,2250,2250,0, N,0,0,8.93,0,0,7.31, 925902056L, 889224251L,1,2250,
2251, \6b65 \6b65 \9ad8, 0L, 0L,0.01, ,10.58,20080619, ,0,2251,2251,0, N,0,0,11.64,0,0,9.52, 863903951L, 819143564L,1,2251,
2252, \4e0a\6d77\83b1\58eb, 0L, 0L,0.01, ,19.52,20080623, ,0,2252,2252,0, N,102,0,21.47,0,0,17.57, 4974622099L, 4972681099L,1,2252,
2253, \5ddd\5927\667a\80dc, 0L, 0L,0.01, ,14.72,20080623, ,0,2253,2253,0, N,0,0,16.19,0,0,13.25, 225626095L, 208601372L,1,2253,
2254, \6cf0\548c\65b0\6750, 0L, 0L,0.01, ,11.38,20080625, ,0,2254,2254,0, N,0,0,12.52,0,0,10.24, 610833600L, 610673703L,1,2254,
2255, \6d77\9646\91cd\5de5, 0L, 0L,0.01, ,5.1,20080625, ,0,2255,2255,0, N,0,0,5.61,0,0,4.59, 842271055L, 488936879L,1,2255,
2256, \5146\65b0\80a1\4efd, 0L, 0L,0.01, ,4.95,20080625, ,0,2256,2256,0, N,0,0,5.45,0,0,4.46, 1882411872L, 1252899000L,1,2256,
2258, \5229\5c14\5316\5b66, 0L, 0L,0.01, ,19.76,20080708, ,0,2258,2258,0, N,0,0,21.74,0,0,17.78, 524373030L, 523511318L,1,2258,
2259, \5347\8fbe\6797\4e1a, 0L, 0L,0.01, ,3.05,20080716, ,0,2259,2259,0, N,0,0,3.36,0,0,2.75, 752328267L, 723664165L,1,2259,
2260, *ST\5fb7\5965, 0L, 0L,0.01, ,3.1,20080716, ,0,2260,2260,0, N,0,0,3.26,0,0,2.95, 265200000L, 265200000L,1,2260,
2261, \62d3\7ef4\4fe1\606f, 0L, 0L,0.01, ,4.37,20080723, ,0,2261,2261,0, N,0,0,4.81,0,0,3.93, 1100766874L, 972014729L,1,2261,
2262, \6069\534e\836f\4e1a, 0L, 0L,0.01, ,18.49,20080723, ,0,2262,2262,0, N,0,0,20.34,0,0,16.64, 1020015711L, 884408523L,1,2262,
2263, *ST\4e1c\5357, 0L, 0L,0.01, ,2.96,20080728, ,0,2263,2263,0, N,101,0,3.11,0,0,2.81, 1878360100L, 1878339300L,1,2263,
2264, \65b0 \534e \90fd, 0L, 0L,0.01, ,9.16,20080731, ,0,2264,2264,0, N,0,0,10.08,0,0,8.24, 692043880L, 601646965L,1,2264,
2265, \897f\4eea\80a1\4efd, 0L, 0L,0.01, ,11.02,20080806, ,0,2265,2265,0, N,0,0,12.12,0,0,9.92, 318566172L, 303172778L,1,2265,
2266, \6d59\5bcc\63a7\80a1, 0L, 0L,0.01, ,3.72,20080806, ,0,2266,2266,0, N,0,0,4.09,0,0,3.35, 1978719849L, 1632237882L,1,2266,
2267, \9655\5929\7136\6c14, 0L, 0L,0.01, ,7.5,20080813, ,0,2267,2267,0, N,0,0,8.25,0,0,6.75, 1112075445L, 1112075445L,1,2267,
2268, \536b \58eb \901a, 0L, 0L,0.01, ,20.61,20080811, ,0,2268,2268,0, N,0,0,22.67,0,0,18.55, 838336028L, 809902075L,1,2268,
2269, \7f8e\90a6\670d\9970, 0L, 0L,0.01, ,3.1,20080828, ,0,2269,2269,0, N,0,0,3.41,0,0,2.79, 2512500000L, 2512500000L,1,2269,
2270, \534e\660e\88c5\5907, 0L, 0L,0.01, ,4.61,20080905, ,0,2270,2270,0, N,0,0,5.07,0,0,4.15, 759239130L, 431434098L,1,2270,
2271, \4e1c\65b9\96e8\8679, 0L, 0L,0.01, ,16.35,20080910, ,0,2271,2271,0, N,0,0,17.99,0,0,14.72, 1499161856L, 972285869L,1,2271,
2272, \5ddd\6da6\80a1\4efd, 0L, 0L,0.01, ,4.14,20080919, ,0,2272,2272,0, N,0,0,4.55,0,0,3.73, 430800000L, 318293750L,1,2272,
2273, \6c34\6676\5149\7535, 0L, 0L,0.01, ,12.98,20080919, ,0,2273,2273,0, N,0,0,14.28,0,0,11.68, 863328308L, 799024130L,1,2273,
2274, \534e\660c\5316\5de5, 0L, 0L,0.01, ,5.97,20080925, ,0,2274,2274,0, N,0,0,6.57,0,0,5.37, 634909764L, 490332753L,1,2274,
2275, \6842\6797\4e09\91d1, 0L, 0L,0.01, ,14.73,20090710, ,0,2275,2275,0, N,0,0,16.2,0,0,13.26, 590200000L, 533356652L,1,2275,
2276, \4e07\9a6c\80a1\4efd, 0L, 0L,0.01, ,5.74,20090710, ,0,2276,2276,0, N,0,0,6.31,0,0,5.17, 1035489098L, 1034031028L,1,2276,
2277, \53cb\963f\80a1\4efd, 0L, 0L,0.01, ,4.14,20090717, ,0,2277,2277,0, N,0,0,4.55,0,0,3.73, 1416605200L, 1416605200L,1,2277,
2278, \795e\5f00\80a1\4efd, 0L, 0L,0.01, ,9.81,20090811, ,0,2278,2278,0, N,0,0,10.79,0,0,8.83, 363909648L, 343976000L,1,2278,
2279, \4e45\5176\8f6f\4ef6, 0L, 0L,0.01, ,9.42,20090811, ,0,2279,2279,0, N,0,0,10.36,0,0,8.48, 710436578L, 590764170L,1,2279,
2280, \8054\7edc\4e92\52a8, 0L, 0L,0.01, ,5.4,20090821, ,0,2280,2280,0, N,0,0,5.94,0,0,4.86, 2177149675L, 1668239658L,1,2280,
2281, \5149\8fc5\79d1\6280, 0L, 0L,0.01, ,21.99,20090821, ,0,2281,2281,0, N,0,0,24.19,0,0,19.79, 647662752L, 622769744L,1,2281,
2282, \535a\6df1\5de5\5177, 0L, 0L,0.01, ,9.87,20090821, ,0,2282,2282,0, N,0,0,10.86,0,0,8.88, 437738511L, 190498737L,1,2282,
2283, \5929\6da6\66f2\8f74, 0L, 0L,0.01, ,3.9,20090821, ,0,2283,2283,0, N,0,0,4.29,0,0,3.51, 1126635228L, 1124560228L,1,2283,
2284, \4e9a\592a\80a1\4efd, 0L, 0L,0.01, ,5.91,20090828, ,0,2284,2284,0, N,0,0,6.5,0,0,5.32, 737572027L, 685987669L,1,2284,
2285, \4e16\8054\884c, 0L, 0L,0.01, ,6.1,20090828, ,0,2285,2285,0, N,0,0,6.71,0,0,5.49, 2043978097L, 1992955581L,1,2285,
2286, \4fdd\9f84\5b9d, 0L, 0L,0.01, ,8.87,20090828, ,0,2286,2286,0, N,0,0,9.76,0,0,7.98, 369256000L, 328636021L,1,2286,
2287, \5947\6b63\85cf\836f, 0L, 0L,0.01, ,29.24,20090828, ,0,2287,2287,0, N,0,0,32.16,0,0,26.32, 406000000L, 406000000L,1,2287,
2288, \8d85\534e\79d1\6280, 0L, 0L,0.01, ,4.45,20090903, ,0,2288,2288,0, N,0,0,4.9,0,0,4.01, 931643744L, 800352932L,1,2288,
2289, \5b87\987a\7535\5b50, 0L, 0L,0.01, ,7.98,20090903, ,0,2289,2289,0, N,0,0,8.78,0,0,7.18, 280253733L, 259543889L,1,2289,
2290, \4e2d\79d1\65b0\6750, 0L, 0L,0.01, ,11.04,20090903, ,0,2290,2290,0, N,0,0,12.14,0,0,9.94, 242712330L, 164299725L,1,2290,
2291, \661f\671f\516d, 0L, 0L,0.01, ,5.26,20090903, ,0,2291,2291,0, N,0,0,5.79,0,0,4.73, 398921895L, 396721459L,1,2291,
2292, \5965\98de\5a31\4e50, 0L, 0L,0.01, ,8.24,20090910, ,0,2292,2292,0, N,0,0,9.06,0,0,7.42, 1357159525L, 763274693L,1,2292,
2293, \7f57\83b1\751f\6d3b, 0L, 0L,0.01, ,14.38,20090910, ,0,2293,2293,0, N,0,0,15.82,0,0,12.94, 744729147L, 700348170L,1,2293,
2294, \4fe1\7acb\6cf0, 0L, 0L,0.01, ,36.18,20090910, ,0,2294,2294,0, N,0,0,39.8,0,0,32.56, 1046016000L, 1046016000L,1,2294,
2295, \7cbe\827a\80a1\4efd, 0L, 0L,0.01, ,6.72,20090929, ,0,2295,2295,0, N,0,0,7.39,0,0,6.05, 251432000L, 231315769L,1,2295,
2296, \8f89\714c\79d1\6280, 0L, 0L,0.01, ,6.49,20090929, ,0,2296,2296,0, N,0,0,7.14,0,0,5.84, 376656420L, 317167869L,1,2296,
2297, \535a\4e91\65b0\6750, 0L, 0L,0.01, ,6.27,20090929, ,0,2297,2297,0, N,0,0,6.9,0,0,5.64, 471315045L, 397259668L,1,2297,
2298, \4e2d\7535\5174\53d1, 0L, 0L,0.01, ,7.04,20090929, ,0,2298,2298,0, N,0,0,7.74,0,0,6.34, 703960660L, 467713659L,1,2298,
2299, \5723\519c\53d1\5c55, 0L, 0L,0.01, ,17.82,20091021, ,0,2299,2299,0, N,0,0,19.6,0,0,16.04, 1239480517L, 1100865200L,1,2299,
2300, \592a\9633\7535\7f06, 0L, 0L,0.01, ,6.23,20091021, ,0,2300,2300,0, N,0,0,6.85,0,0,5.61, 542700000L, 541948486L,1,2300,
2301, \9f50\5fc3\96c6\56e2, 0L, 0L,0.01, ,10.55,20091021, ,0,2301,2301,0, N,0,0,11.61,0,0,9.5, 641801082L, 640454406L,1,2301,
2302, \897f\90e8\5efa\8bbe, 0L, 0L,0.01, ,11.57,20091103, ,0,2302,2302,0, N,0,0,12.73,0,0,10.41, 1262354304L, 1032234050L,1,2302,
2303, \7f8e\76c8\68ee, 0L, 0L,0.01, ,5.72,20091103, ,0,2303,2303,0, N,0,0,6.29,0,0,5.15, 1542323685L, 1541756115L,1,2303,
2304, \6d0b\6cb3\80a1\4efd, 0L, 0L,0.01, ,132.26,20091106, ,0,2304,2304,0, N,0,0,145.49,0,0,119.03, 1506988000L, 1242194013L,1,2304,
2305, \5357\56fd\7f6e\4e1a, 0L, 0L,0.01, ,2.78,20091106, ,0,2305,2305,0, N,0,0,3.06,0,0,2.5, 1734215770L, 1622634457L,1,2305,
2306, *ST\4e91\7f51, 0L, 0L,0.01, ,3.79,20091111, ,0,2306,2306,0, N,0,0,3.98,0,0,3.6, 800000000L, 795422762L,1,2306,
2307, \5317\65b0\8def\6865, 0L, 0L,0.01, ,5.3,20091111, ,0,2307,2307,0, N,0,0,5.83,0,0,4.77, 898206436L, 891710820L,1,2307,
2308, \5a01\521b\80a1\4efd, 0L, 0L,0.01, ,7.9,20091127, ,0,2308,2308,0, N,0,0,8.69,0,0,7.11, 910356625L, 835361562L,1,2308,
2309, \4e2d\5229\96c6\56e2, 0L, 0L,0.01, ,14.2,20091127, ,0,2309,2309,0, N,111,0,15.62,0,0,12.78, 871787068L, 469180514L,1,2309,
2310, \4e1c\65b9\56ed\6797, 0L, 0L,0.01, ,14.97,20091127, ,0,2310,2310,0, N,40,0,16.47,0,0,13.47, 2682778484L, 1577197630L,1,2310,
2311, \6d77\5927\96c6\56e2, 0L, 0L,0.01, ,21.47,20091127, ,0,2311,2311,0, N,0,0,23.62,0,0,19.32, 1581350804L, 1539245984L,1,2311,
2312, \4e09\6cf0\63a7\80a1, 0L, 0L,0.01, ,3.45,20091203, ,0,2312,2312,0, N,0,0,3.8,0,0,3.11, 1404890733L, 1073182058L,1,2312,
2313, \65e5\6d77\667a\80fd, 0L, 0L,0.01, ,22.95,20091203, ,0,2313,2313,0, N,0,0,25.25,0,0,20.66, 312000000L, 302165050L,1,2313,
2314, \5357\5c71\63a7\80a1, 0L, 0L,0.01, ,3.75,20091203, ,0,2314,2314,0, N,0,0,4.13,0,0,3.38, 2707782513L, 1138067727L,1,2314,
2315, \7126\70b9\79d1\6280, 0L, 0L,0.01, ,14,20091209, ,0,2315,2315,0, N,0,0,15.4,0,0,12.6, 235000000L, 125742560L,1,2315,
2316, \4e9a\8054\53d1\5c55, 0L, 0L,0.01, ,9.27,20091209, ,0,2316,2316,0, N,0,0,10.2,0,0,8.34, 393120000L, 314932725L,1,2316,
2317, \4f17\751f\836f\4e1a, 0L, 0L,0.01, ,10.83,20091211, ,0,2317,2317,0, N,0,0,11.91,0,0,9.75, 814461076L, 642767487L,1,2317,
2318, \4e45\7acb\7279\6750, 0L, 0L,0.01, ,6.06,20091211, ,0,2318,2318,0, N,0,0,6.67,0,0,5.45, 841518300L, 820770020L,1,2318,
2319, \4e50\901a\80a1\4efd, 0L, 0L,0.01, ,14.31,20091211, ,0,2319,2319,0, N,0,0,15.74,0,0,12.88, 200000000L, 199942033L,1,2319,
2320, \6d77\5ce1\80a1\4efd, 0L, 0L,0.01, ,16.44,20091216, ,0,2320,2320,0, N,0,0,18.08,0,0,14.8, 660424648L, 558363850L,1,2320,
2321, \534e\82f1\519c\4e1a, 0L, 0L,0.01, ,6.31,20091216, ,0,2321,2321,0, N,0,0,6.94,0,0,5.68, 534291100L, 423688739L,1,2321,
2322, \7406\5de5\73af\79d1, 0L, 0L,0.01, ,12.49,20091218, ,0,2322,2322,0, N,0,0,13.74,0,0,11.24, 398034348L, 286441696L,1,2322,
2323, *ST\767e\7279, 0L, 0L,0.01, ,2.85,20091218, ,0,2323,2323,0, N,0,0,2.99,0,0,2.71, 745729656L, 317618625L,1,2323,
2324, \666e\5229\7279, 0L, 0L,0.01, ,11.06,20091218, ,0,2324,2324,0, N,0,0,12.17,0,0,9.95, 406274967L, 234749161L,1,2324,
2325, \6d2a\6d9b\80a1\4efd, 0L, 0L,0.01, ,3.61,20091222, ,0,2325,2325,0, N,0,0,3.97,0,0,3.25, 1249438390L, 920183121L,1,2325,
2326, \6c38\592a\79d1\6280, 0L, 0L,0.01, ,8.01,20091222, ,0,2326,2326,0, N,0,0,8.81,0,0,7.21, 820093827L, 525449825L,1,2326,
2327, \5bcc\5b89\5a1c, 0L, 0L,0.01, ,9.71,20091230, ,0,2327,2327,0, N,0,0,10.68,0,0,8.74, 871157604L, 506352299L,1,2327,
2328, \65b0\670b\80a1\4efd, 0L, 0L,0.01, ,5.45,20091230, ,0,2328,2328,0, N,0,0,6,0,0,4.91, 448100000L, 325233209L,1,2328,
2329, \7687\6c0f\96c6\56e2, 0L, 0L,0.01, ,4.16,20100106, ,0,2329,2329,0, N,0,0,4.58,0,0,3.74, 837640035L, 514436579L,1,2329,
2330, \5f97\5229\65af, 0L, 0L,0.01, ,5.1,20100106, ,0,2330,2330,0, N,0,0,5.61,0,0,4.59, 502000000L, 501943900L,1,2330,
2331, \7696\901a\79d1\6280, 0L, 0L,0.01, ,7.41,20100106, ,0,2331,2331,0, N,0,0,8.15,0,0,6.67, 388122312L, 294562587L,1,2331,
2332, \4ed9\741a\5236\836f, 0L, 0L,0.01, ,9.35,20100112, ,0,2332,2332,0, N,0,0,10.29,0,0,8.42, 916212166L, 720691871L,1,2332,
2333, \7f57\666e\65af\91d1, 0L, 0L,0.01, ,16.93,20100112, ,0,2333,2333,0, N,0,0,18.62,0,0,15.24, 502603600L, 484969720L,1,2333,
2334, \82f1\5a01\817e, 0L, 0L,0.01, ,6.06,20100113, ,0,2334,2334,0, N,0,0,6.67,0,0,5.45, 754225710L, 578348676L,1,2334,
2335, \79d1\534e\6052\76db, 0L, 0L,0.01, ,18.34,20100113, ,0,2335,2335,0, N,0,0,20.17,0,0,16.51, 279584300L, 224498519L,1,2335,
2336, \4eba\4eba\4e50, 0L, 0L,0.01, ,11.16,20100113, ,0,2336,2336,0, N,0,0,12.28,0,0,10.04, 400000000L, 339250000L,1,2336,
2337, \8d5b\8c61\79d1\6280, 0L, 0L,0.01, ,3.28,20100115, ,0,2337,2337,0, N,0,0,3.61,0,0,2.95, 588615750L, 587592939L,1,2337,
2338, \5965\666e\5149\7535, 0L, 0L,0.01, ,10.68,20100115, ,0,2338,2338,0, N,0,0,11.75,0,0,9.61, 240000000L, 239972050L,1,2338,
2339, \79ef\6210\7535\5b50, 0L, 0L,0.01, ,7.29,20100122, ,0,2339,2339,0, N,0,0,8.02,0,0,6.56, 393696000L, 303106675L,1,2339,
2340, \683c\6797\7f8e, 0L, 0L,0.01, ,6.06,20100122, ,0,2340,2340,0, N,0,0,6.67,0,0,5.45, 3815910339L, 3113815148L,1,2340,
2341, \65b0\7eb6\79d1\6280, 0L, 0L,0.01, ,13.1,20100122, ,0,2341,2341,0, N,0,0,14.41,0,0,11.79, 1150711192L, 617230290L,1,2341,
2342, \5de8\529b\7d22\5177, 0L, 0L,0.01, ,3.64,20100126, ,0,2342,2342,0, N,0,0,4,0,0,3.28, 960000000L, 881135625L,1,2342,
2343, \6148\6587\4f20\5a92, 0L, 0L,0.01, ,17.3,20100126, ,0,2343,2343,0, N,0,0,19.03,0,0,15.57, 474949686L, 325910475L,1,2343,
2344, \6d77\5b81\76ae\57ce, 0L, 0L,0.01, ,4.94,20100126, ,0,2344,2344,0, N,0,0,5.43,0,0,4.45, 1282745046L, 1271023097L,1,2344,
2345, \6f6e\5b8f\57fa, 0L, 0L,0.01, ,8.06,20100128, ,0,2345,2345,0, N,0,0,8.87,0,0,7.25, 905412707L, 878167802L,1,2345,
2346, \67d8\4e2d\80a1\4efd, 0L, 0L,0.01, ,13.09,20100128, ,0,2346,2346,0, N,0,0,14.4,0,0,11.78, 441575416L, 391107746L,1,2346,
2347, \6cf0\5c14\80a1\4efd, 0L, 0L,0.01, ,4.13,20100128, ,0,2347,2347,0, N,0,0,4.54,0,0,3.72, 449350562L, 318988160L,1,2347,
